sentence,label,author,tok_lem_sentence,word_count
"Henry, without losing a moment, hastened with the money to London; and having assembled some noblemen and prelates, whom his address, or abilities, or presents, gained to his side, he was suddenly elected, or rather saluted king; and immediately proceeded to the exercise of royal authority.",1,Hume,"['henry', 'without', 'losing', 'moment', 'hastened', 'money', 'london', 'assembled', 'nobleman', 'prelate', 'address', 'ability', 'present', 'gained', 'side', 'suddenly', 'elected', 'rather', 'saluted', 'king', 'immediately', 'proceeded', 'ercise', 'royal', 'authority']",45
" Some seditious apprentices, being seized and committed to prison, immediately received their liberty, by an order of the commons.",1,Hume,"['seditious', 'apprentice', 'seized', 'committed', 'prison', 'immediately', 'received', 'liberty', 'order', 'common']",19
"The spread of Buddhism is thus to a considerable extent dependent on the excessive and almost exclusive rice-fare of the Indians, and on the universal enervation that results therefrom.",4,Nietzsche,"['spread', 'buddhism', 'thus', 'considerable', 'tent', 'dependent', 'cessive', 'almost', 'clusive', 'rice', 'fare', 'indian', 'universal', 'enervation', 'result', 'therefrom']",28
"But that this reason can have no great influence, is evident.",1,Hume,"['reason', 'great', 'influence', 'evident']",10
"Modern philosophy, as epistemological skepticism, is secretly or openly -, although by no means anti-religious.",4,Nietzsche,"['modern', 'philosophy', 'epistemological', 'skepticism', 'secretly', 'openly', 'although', 'mean', 'anti', 'religious']",14
"I would fain bestow and distribute, until the wise have once more become joyous in their folly, and the poor happy in their riches.",4,Nietzsche,"['would', 'fain', 'bestow', 'distribute', 'wise', 'become', 'joyous', 'folly', 'poor', 'happy', 'rich']",23
"It is the profound, suspicious fear of an incurable pessimism which compels whole centuries to fasten their teeth into a religious interpretation of existence: the fear of the instinct which divines that truth might be attained soon, before man has become strong enough, hard enough, artist enough.... Piety, the Life in God, regarded in this light, would appear as the most elaborate and ultimate product of the of truth, as artist-adoration and artist-intoxication in presence of the most logical of all falsifications, as the will to the inversion of truth, to untruth at any price.",4,Nietzsche,"['profound', 'suspicious', 'fear', 'incurable', 'pessimism', 'compels', 'whole', 'century', 'fasten', 'teeth', 'religious', 'interpretation', 'istence', 'fear', 'instinct', 'divine', 'truth', 'might', 'attained', 'soon', 'man', 'become', 'strong', 'enough', 'hard', 'enough', 'artist', 'enough', 'piety', 'life', 'god', 'regarded', 'light', 'would', 'appear', 'elaborate', 'ultimate', 'product', 'truth', 'artist', 'adoration', 'artist', 'ication', 'presence', 'logical', 'falsification', 'inversion', 'truth', 'untruth', 'price']",94
": And is our legislator to have no preface to his laws, but to say at once Do this, avoid that--and then holding the penalty in terrorem, to go on to another law; offering never a word of advice or exhortation to those for whom he is legislating, after the manner of some doctors?",2,Plato,"['legislator', 'preface', 'law', 'say', 'avoid', 'holding', 'penalty', 'terrorem', 'go', 'another', 'law', 'offering', 'never', 'word', 'advice', 'hortation', 'legislating', 'manner', 'doctor']",53
" When Henry received intelligence of this victory, he sent the earl of Northumberland orders not to ransom his prisoners, which that nobleman regarded as his right by the laws of war received in that age.",1,Hume,"['henry', 'received', 'intelligence', 'victory', 'sent', 'earl', 'northumberland', 'order', 'ransom', 'prisoner', 'nobleman', 'regarded', 'right', 'law', 'war', 'received', 'age']",35
"Hybris is our whole attitude to nature nowadays, our violation of nature with the help of machinery, and all the unscrupulous ingenuity of our scientists and engineers.",4,Nietzsche,"['hybris', 'whole', 'attitude', 'nature', 'nowadays', 'violation', 'nature', 'help', 'machinery', 'unscrupulous', 'ingenuity', 'scientist', 'engineer']",26
"The Independents rejected all ecclesiastical establishments, and would admit of no spiritual courts, no government among pastors, no interposition of the magistrate in religious concerns, no fixed encouragement annexed to any system of doctrines or opinions.",1,Hume,"['independent', 'rejected', 'ecclesiastical', 'establishment', 'would', 'admit', 'spiritual', 'court', 'government', 'among', 'pastor', 'interposition', 'magistrate', 'religious', 'concern', 'fi', 'ed', 'encouragement', 'anne', 'ed', 'system', 'doctrine', 'opinion']",35
"The congregation also, encouraged by this accession of force, gave themselves up entirely to the furious zeal of Knox, and renewed at Crail, Anstruther, and other places in Fife, like depredations on the churches and monasteries with those formerly committed at Perth and Coupar.",1,Hume,"['congregation', 'also', 'encouraged', 'accession', 'force', 'gave', 'entirely', 'furious', 'zeal', 'kno', 'renewed', 'crail', 'anstruther', 'place', 'fife', 'like', 'depredation', 'church', 'monastery', 'formerly', 'committed', 'perth', 'coupar']",43
Pure knowledge priori is that with which no empirical element is mixed up.,0,Kant,"['pure', 'knowledge', 'priori', 'empirical', 'element', 'mi', 'ed']",12
" But other historians, with more probability, impute the cause chiefly to the Normans; who, despising a people that had so easily submitted to the yoke, envying their riches, and grudging the restraints imposed upon their own rapine, were desirous of provoking them to a rebellion, by which they expected to acquire new confiscations and forfeitures, and to gratify those unbounded hopes which they had formed in entering on this enterprise.",1,Hume,"['historian', 'probability', 'impute', 'cause', 'chiefly', 'norman', 'despising', 'people', 'easily', 'submitted', 'yoke', 'envying', 'rich', 'grudging', 'restraint', 'imposed', 'upon', 'rapine', 'desirous', 'provoking', 'rebellion', 'pected', 'acquire', 'new', 'confiscation', 'forfeiture', 'gratify', 'unbounded', 'hope', 'formed', 'entering', 'enterprise']",70
"Juxon, bishop of London, who had never desired the treasurers staff, now earnestly solicited for leave to resign it, and retire to the care of that turbulent diocese committed to him.",1,Hume,"['ju', 'bishop', 'london', 'never', 'desired', 'treasurer', 'staff', 'earnestly', 'solicited', 'leave', 'resign', 'retire', 'care', 'turbulent', 'diocese', 'committed']",30
Ye yourselves are not those unto whom my heritage and name belong.,4,Nietzsche,"['ye', 'unto', 'heritage', 'name', 'belong']",11
"In putting the vivisectors knife to the breast of the very , they have betrayed their own secret; it has been for the sake of a greatness of man, a new untrodden path to his aggrandizement.",4,Nietzsche,"['putting', 'vivisectors', 'knife', 'breast', 'betrayed', 'secret', 'sake', 'greatness', 'man', 'new', 'untrodden', 'path', 'aggrandizement']",35
"Thou saidst the truth, Zarathustra.",4,Nietzsche,"['thou', 'saidst', 'truth', 'zarathustra']",4
"The parliament met after a long adjournment, and the king promised himself every thing from the attachment of the commons.",1,Hume,"['parliament', 'met', 'long', 'adjournment', 'king', 'promised', 'every', 'thing', 'attachment', 'common']",19
"It is here, as in certain chymical preparations, where the mixture of two clear and transparent liquids produces a third, which is opaque and coloured..",1,Hume,"['certain', 'chymical', 'preparation', 'mi', 'ture', 'two', 'clear', 'transparent', 'liquid', 'produce', 'third', 'opaque', 'coloured']",24
"But the one requisite of the final purpose, as practical Reason prescribes it to beings of the world, is an irresistible purpose imposed on them by their nature, which Reason wishes to know as subject only to the moral law as inviolable condition, or even as universally set up in accordance with it.",0,Kant,"['one', 'requisite', 'final', 'purpose', 'practical', 'reason', 'prescribes', 'being', 'world', 'irresistible', 'purpose', 'imposed', 'nature', 'reason', 'wish', 'know', 'subject', 'moral', 'law', 'inviolable', 'condition', 'even', 'universally', 'set', 'accordance']",52
"The opulent are, by this policy, interested in the being at least, though not the well-being of the poor; and enrich themselves by increasing the number and industry of those who are subjected to them.",1,Hume,"['opulent', 'policy', 'interested', 'least', 'though', 'well', 'poor', 'enrich', 'increasing', 'number', 'industry', 'subjected']",34
"If we depart from the subjective condition, under which alone we can obtain external intuition, or, in other words, by means of which we are affected by objects, the representation of space has no meaning whatsoever.",0,Kant,"['depart', 'subjective', 'condition', 'alone', 'obtain', 'ternal', 'intuition', 'word', 'mean', 'affected', 'object', 'representation', 'space', 'meaning', 'whatsoever']",35
But the last distinction is essential.,0,Kant,"['last', 'distinction', 'essential']",5
"By Prof. , Ph. 8vo.",0,Kant,"['prof', 'ph', 'vo']",4
Thus shall I will it! But did it ever speak thus?,4,Nietzsche,"['thus', 'shall', 'ever', 'speak', 'thus']",10
But here I would beg leave to make a distinction.,1,Hume,"['would', 'beg', 'leave', 'make', 'distinction']",9
" See note Q, at the end of the volume.",1,Hume,"['see', 'note', 'end', 'volume']",9
Had I ever heard a dog howl thus?,4,Nietzsche,"['ever', 'heard', 'dog', 'howl', 'thus']",7
" Nature, understood adjective, signifies the complex of the determinations of a thing, connected according to an internal principle of causality.",0,Kant,"['nature', 'understood', 'adjective', 'signifies', 'comple', 'determination', 'thing', 'connected', 'according', 'internal', 'principle', 'causality']",20
"This is that love which is the love of the heavenly godess, and is heavenly, and of great price to individuals and cities, making the lover and the beloved alike eager in the work of their own improvement.",2,Plato,"['love', 'love', 'heavenly', 'godess', 'heavenly', 'great', 'price', 'individual', 'city', 'making', 'lover', 'beloved', 'alike', 'eager', 'work', 'improvement']",37
" At least this is the character given of him by Froissard, liv.",1,Hume,"['least', 'character', 'given', 'froissard', 'liv']",12
"He who does not to see the height of a man, looks all the more sharply at what is low in him, and in the foreground--and thereby betrays himself.",4,Nietzsche,"['see', 'height', 'man', 'look', 'sharply', 'low', 'foreground', 'thereby', 'betrays']",28
"There is nothing more terrible than a barbaric slave class, who have learned to regard their existence as an injustice, and now prepare to take vengeance, not only for themselves, but for all generations.",4,Nietzsche,"['nothing', 'terrible', 'barbaric', 'slave', 'class', 'learned', 'regard', 'istence', 'injustice', 'prepare', 'take', 'vengeance', 'generation']",33
"Do you imagine that Cinesias the son of Meles cares about what will tend to the moral improvement of his hearers, or about what will give pleasure to the multitude?",2,Plato,"['imagine', 'cinesias', 'son', 'meles', 'care', 'tend', 'moral', 'improvement', 'hearer', 'give', 'pleasure', 'multitude']",29
"There will be no end of such excuses; so, honest friend, please step into the boat. But I might still urge, Have a little patience, good Charon; I have been endeavouring to open the eyes of the public.",1,Hume,"['end', 'cu', 'honest', 'friend', 'please', 'step', 'boat', 'might', 'still', 'urge', 'little', 'patience', 'good', 'charon', 'endeavouring', 'open', 'eye', 'public']",37
This may teach us a lesson of moderation in all our political controversies.,1,Hume,"['may', 'teach', 'u', 'lesson', 'moderation', 'political', 'controversy']",12
"The former sentiment, to wit, that of general benevolence, or humanity, or sympathy, we shall have occasion frequently to treat of in the course of this inquiry; and I assume it as real, from general experience, without any other proof.",1,Hume,"['former', 'sentiment', 'wit', 'general', 'benevolence', 'humanity', 'sympathy', 'shall', 'occasion', 'frequently', 'treat', 'course', 'inquiry', 'assume', 'real', 'general', 'perience', 'without', 'proof']",39
You say the remedy is not to strive.,1,Hume,"['say', 'remedy', 'strive']",7
": Then is not the syllable in the same case as the elements or letters, if it has no parts and is one form?",2,Plato,"['syllable', 'case', 'element', 'letter', 'part', 'one', 'form']",23
Then bursting into tears he turned away and went out.,2,Plato,"['bursting', 'tear', 'turned', 'away', 'went']",9
It is more like the other.,2,Plato,['like'],5
"This prince, like most of his predecessors of the Norman line, except Stephen, passed more of his time on the continent than in this island: he was surrounded with the English gentry and nobility when abroad: the French gentry and nobility attended him when he resided in England: both nations acted in the government as if they were the same people; and, on many occasions, the legislatures seem not to have been distinguished.",1,Hume,"['prince', 'like', 'predecessor', 'norman', 'line', 'cept', 'stephen', 'passed', 'time', 'continent', 'island', 'surrounded', 'english', 'gentry', 'nobility', 'abroad', 'french', 'gentry', 'nobility', 'attended', 'resided', 'england', 'nation', 'acted', 'government', 'people', 'many', 'occasion', 'legislature', 'seem', 'distinguished']",72
"Even the Italians have kept a profound silence with regard to it, though it has now engaged the chief attention, as well of ministers of state, as of speculative reasoners.",1,Hume,"['even', 'italian', 'kept', 'profound', 'silence', 'regard', 'though', 'engaged', 'chief', 'attention', 'well', 'minister', 'state', 'speculative', 'reasoner']",29
"For I say this because, besides that safe mode of answering which I mentioned at first, from what has now been said, I see another no less safe one.",2,Plato,"['say', 'besides', 'safe', 'mode', 'answering', 'mentioned', 'first', 'said', 'see', 'another', 'le', 'safe', 'one']",28
"In the male, also, the last feet are furnished with large and sharp processes like spurs; in the female these are small and smooth.",3,Aristotle,"['male', 'also', 'last', 'foot', 'furnished', 'large', 'sharp', 'process', 'like', 'spur', 'female', 'small', 'smooth']",23
"About three years after, the pope demanded and obtained the tenth of all ecclesiastical revenues, which he levied in a very oppressive manner; requiring payment before the clergy had drawn their rents or tithes, and sending about usurers, who advanced them the money at exorbitant interest.",1,Hume,"['three', 'year', 'pope', 'demanded', 'obtained', 'tenth', 'ecclesiastical', 'revenue', 'levied', 'oppressive', 'manner', 'requiring', 'payment', 'clergy', 'drawn', 'rent', 'tithe', 'sending', 'usurer', 'advanced', 'money', 'orbitant', 'interest']",45
"And at Rhodes the demagogues, by distributing of bribes, prevented the people from paying the trierarchs what was owing to them, who were obliged by the number of actions they were harassed with to conspire together and destroy the popular state.",3,Aristotle,"['rhodes', 'demagogue', 'distributing', 'bribe', 'prevented', 'people', 'paying', 'trierarchs', 'owing', 'obliged', 'number', 'action', 'harassed', 'conspire', 'together', 'destroy', 'popular', 'state']",40
: And it must have no parts.,2,Plato,"['must', 'part']",6
: What is the inference!,2,Plato,['inference'],4
"The regent entered into the same views; and though he declined an open rupture with England, he permitted a body of seven thousand Scots, under the command of the earl of Buchan, his second son, to be transported into France for the service of the dauphin.",1,Hume,"['regent', 'entered', 'view', 'though', 'declined', 'open', 'rupture', 'england', 'permitted', 'body', 'seven', 'thousand', 'scot', 'command', 'earl', 'buchan', 'second', 'son', 'transported', 'france', 'service', 'dauphin']",45
There is another way in which this kind of metaphor may be employed.,3,Aristotle,"['another', 'way', 'kind', 'metaphor', 'may', 'employed']",12
"Thus a man is born and brought up, and after this manner he begets and brings up his own children, and has his share of dealings with other men, and suffers if he has done wrong to any one, and receives satisfaction if he has been wronged, and so at length in due time he grows old under the protection of the laws, and his end comes in the order of nature.",2,Plato,"['thus', 'man', 'born', 'brought', 'manner', 'begets', 'brings', 'child', 'share', 'dealing', 'men', 'suffers', 'done', 'wrong', 'one', 'receives', 'satisfaction', 'wronged', 'length', 'due', 'time', 'grows', 'old', 'protection', 'law', 'end', 'come', 'order', 'nature']",71
"There are also three other mean states, having some mutual resemblance, but still with differences; they are alike in that they all have for their object-matter intercourse of words and deeds, and they differ in that one has respect to truth herein, the other two to what is pleasant; and this in two ways, the one in relaxation and amusement, the other in all things which occur in daily life.",3,Aristotle,"['also', 'three', 'mean', 'state', 'mutual', 'resemblance', 'still', 'difference', 'alike', 'object', 'matter', 'intercourse', 'word', 'deed', 'differ', 'one', 'respect', 'truth', 'herein', 'two', 'pleasant', 'two', 'way', 'one', 'rela', 'ation', 'amusement', 'thing', 'occur', 'daily', 'life']",69
"The return to Kant in our century means a return to the eighteenth century, people desire to create themselves a right to the old ideas and to the old exaltation--hence a theory of knowledge which describes limits, that is to say, which admits of the option of fixing a Beyond to the domain of reason. Hegels way of thinking is not so very far removed from that of Goethe: see the latter on the subject of Spinoza, for instance.",4,Nietzsche,"['return', 'kant', 'century', 'mean', 'return', 'eighteenth', 'century', 'people', 'desire', 'create', 'right', 'old', 'idea', 'old', 'altation', 'hence', 'theory', 'knowledge', 'describes', 'limit', 'say', 'admits', 'option', 'fi', 'ing', 'beyond', 'domain', 'reason', 'hegel', 'way', 'thinking', 'far', 'removed', 'goethe', 'see', 'latter', 'subject', 'spinoza', 'instance']",78
False values and fatuous words: these are the worst monsters for mortals--long slumbereth and waiteth the fate that is in them.,4,Nietzsche,"['false', 'value', 'fatuous', 'word', 'worst', 'monster', 'mortal', 'long', 'slumbereth', 'waiteth', 'fate']",20
She made choice of four men and two maid servants for that purpose.,1,Hume,"['made', 'choice', 'four', 'men', 'two', 'maid', 'servant', 'purpose']",12
"Their forces were already on their march for that purpose: a considerable encampment of the Dutch army was formed at Nimegun: every place was in movement: and though the roots of this conspiracy reached from one end of Europe to the other, so secret were the princes counsels, and so fortunate was the situation of affairs, that he could still cover his preparations under other pretences; and little suspicion was entertained of his real intentions.",1,Hume,"['force', 'already', 'march', 'purpose', 'considerable', 'encampment', 'dutch', 'army', 'formed', 'nimegun', 'every', 'place', 'movement', 'though', 'root', 'conspiracy', 'reached', 'one', 'end', 'europe', 'secret', 'prince', 'counsel', 'fortunate', 'situation', 'affair', 'could', 'still', 'cover', 'preparation', 'pretence', 'little', 'suspicion', 'entertained', 'real', 'intention']",74
See the whole Sermon on Resentment.,3,Aristotle,"['see', 'whole', 'sermon', 'resentment']",5
"They hastened, therefore, to Cromwell, along with Rouse, their speaker; and, by a formal deed or assignment, restored into his hands that supreme authority which they had so lately received from him.",1,Hume,"['hastened', 'therefore', 'cromwell', 'along', 'rouse', 'speaker', 'formal', 'deed', 'assignment', 'restored', 'hand', 'supreme', 'authority', 'lately', 'received']",31
"Hill, Green, and Berry were tried for Godfreys murder, all of them men of low stations.",1,Hume,"['hill', 'green', 'berry', 'tried', 'godfreys', 'murder', 'men', 'low', 'station']",15
"But Wallace, whose authority over his retainers was more fully confirmed by the absence of the great nobles, persevered obstinately in his purpose; and finding himself unable to give battle to the enemy, he marched northwards, with an intention of prolonging the war, and of turning to his advantage the situation of that mountainous and barren country.",1,Hume,"['wallace', 'whose', 'authority', 'retainer', 'fully', 'confirmed', 'absence', 'great', 'noble', 'persevered', 'obstinately', 'purpose', 'finding', 'unable', 'give', 'battle', 'enemy', 'marched', 'northward', 'intention', 'prolonging', 'war', 'turning', 'advantage', 'situation', 'mountainous', 'barren', 'country']",56
I will not here enter upon any literary investigation of the sense which this sublime philosopher attached to this expression.,0,Kant,"['enter', 'upon', 'literary', 'investigation', 'sense', 'sublime', 'philosopher', 'attached', 'pression']",19
: That is good news; whose son is he?,2,Plato,"['good', 'news', 'whose', 'son']",8
"Unhappy do I also call those who have ever to,--they are repugnant to my taste--all the toll-gatherers and traders, and kings, and other landkeepers and shopkeepers.",4,Nietzsche,"['unhappy', 'also', 'call', 'ever', 'repugnant', 'taste', 'toll', 'gatherer', 'trader', 'king', 'landkeepers', 'shopkeeper']",25
"If we desire to establish the objective reality of rational concepts, i.e. of Ideas, on behalf of theoretical cognition, then we are asking for something impossible, because absolutely no intuition can be given which shall be adequate to them.",0,Kant,"['desire', 'establish', 'objective', 'reality', 'rational', 'concept', 'idea', 'behalf', 'theoretical', 'cognition', 'asking', 'something', 'impossible', 'absolutely', 'intuition', 'given', 'shall', 'adequate']",38
"For when there are no words, it is very difficult to recognize the meaning of the harmony and rhythm, or to see that any worthy object is imitated by them.",2,Plato,"['word', 'difficult', 'recognize', 'meaning', 'harmony', 'rhythm', 'see', 'worthy', 'object', 'imitated']",29
"The house in which the king lived at Newmarket, took fire accidentally; and he was obliged to leave that place eight days sooner than he intended.",1,Hume,"['house', 'king', 'lived', 'newmarket', 'took', 'fire', 'accidentally', 'obliged', 'leave', 'place', 'eight', 'day', 'sooner', 'intended']",25
"By by-ways doth the weaker then slink into the fortress, and into the heart of the mightier one--and there stealeth power.",4,Nietzsche,"['way', 'doth', 'weaker', 'slink', 'fortress', 'heart', 'mightier', 'one', 'stealeth', 'power']",20
" The king even displayed in an ostentatious manner this tyrannical impartiality, which reduced both parties to subjection, and infused terror into every breast.",1,Hume,"['king', 'even', 'displayed', 'ostentatious', 'manner', 'tyrannical', 'impartiality', 'reduced', 'party', 'subjection', 'infused', 'terror', 'every', 'breast']",23
" Sache, thing but not in the sense of Ding.",4,Nietzsche,"['sache', 'thing', 'sense', 'ding']",9
"The duke of Lenox, the earl of Marre, Lord Hume, Lord Kinloss, Sir George Hume, Secretary Elphinstone, were immediately added to the English privy council.",1,Hume,"['duke', 'leno', 'earl', 'marre', 'lord', 'hume', 'lord', 'kinloss', 'sir', 'george', 'hume', 'secretary', 'elphinstone', 'immediately', 'added', 'english', 'privy', 'council']",24
"The peers denominate this arbitrary commitment a breach of the Great Charter, and order the lieutenant of the Tower to release the prisoners: he declines obedience: they apply to the king, and desire him to punish the lieutenant for his contempt.",1,Hume,"['peer', 'denominate', 'arbitrary', 'commitment', 'breach', 'great', 'charter', 'order', 'lieutenant', 'tower', 'release', 'prisoner', 'decline', 'obedience', 'apply', 'king', 'desire', 'punish', 'lieutenant', 'contempt']",40
"In his dream he becomes aware first of the effects, which he explains by a subsequent hypothesis and becomes persuaded of the purely conjectural nature of the sound.",4,Nietzsche,"['dream', 'becomes', 'aware', 'first', 'effect', 'plain', 'subsequent', 'hypothesis', 'becomes', 'persuaded', 'purely', 'conjectural', 'nature', 'sound']",27
"Roughly speaking, I seized two famous and, theretofore, completely undefined types by the forelock, after the manner in which one seizes opportunities, simply in order to speak my mind on certain questions, in order to have a few more formulas, signs, and means of expression at my disposal.",4,Nietzsche,"['roughly', 'speaking', 'seized', 'two', 'famous', 'theretofore', 'completely', 'undefined', 'type', 'forelock', 'manner', 'one', 'seizes', 'opportunity', 'simply', 'order', 'speak', 'mind', 'certain', 'question', 'order', 'formula', 'sign', 'mean', 'pression', 'disposal']",47
"If there are but a few, the flesh is sweet; if many, it becomes very fluid and soft.",3,Aristotle,"['flesh', 'sweet', 'many', 'becomes', 'fluid', 'soft']",17
"And it is divided into the greatest and into the smallest, and into being of all sizes, and is broken up more than all things; the divisions of it have no limit.",2,Plato,"['divided', 'greatest', 'smallest', 'size', 'broken', 'thing', 'division', 'limit']",31
"Some of these utter their apparent voice by the friction of their gills, for these places are spinous, in others the sound is internal, near the stomach.",3,Aristotle,"['utter', 'apparent', 'voice', 'friction', 'gill', 'place', 'spinous', 'others', 'sound', 'internal', 'near', 'stomach']",26
"He opposed, therefore, the proposal of choosing a protector; and represented that innovation as an infringement of the late kings will, which, being corroborated by act of parliament, ought in every thing to be a law to them, and could not be altered but by the same authority which had established it.",1,Hume,"['opposed', 'therefore', 'proposal', 'choosing', 'protector', 'represented', 'innovation', 'infringement', 'late', 'king', 'corroborated', 'act', 'parliament', 'ought', 'every', 'thing', 'law', 'could', 'altered', 'authority', 'established']",51
"This use of the understanding excludes all empirical elements; and we cannot, as has been shown above, have any favourable conception beforehand of its procedure.",0,Kant,"['use', 'understanding', 'cludes', 'empirical', 'element', 'shown', 'favourable', 'conception', 'beforehand', 'procedure']",24
"The instrument is the same, but about the excellence or badness of it the maker will only attain to a correct belief; and this he will gain from him who knows, by talking to him and being compelled to hear what he has to say, whereas the user will have knowledge?",2,Plato,"['instrument', 'cellence', 'badness', 'maker', 'attain', 'correct', 'belief', 'gain', 'know', 'talking', 'compelled', 'hear', 'say', 'whereas', 'user', 'knowledge']",50
"Thus goeth the body through history, a becomer and fighter.",4,Nietzsche,"['thus', 'goeth', 'body', 'history', 'becomer', 'fighter']",9
"And they made a demand, that the bishops, whom they knew to be devoted to the court, should be removed, not only when the trial of the earl should commence, but also when the validity of his pardon should be discussed.",1,Hume,"['made', 'demand', 'bishop', 'knew', 'devoted', 'court', 'removed', 'trial', 'earl', 'commence', 'also', 'validity', 'pardon', 'discussed']",40
"To be sure, he now resteth, but he hath not yet taken rest in the sunshine.",4,Nietzsche,"['sure', 'resteth', 'hath', 'yet', 'taken', 'rest', 'sunshine']",15
"All measures being, therefore, agreed on between the parties, nought was wanting but the dispensation from Rome, which might be considered as a mere formality.",1,Hume,"['measure', 'therefore', 'agreed', 'party', 'nought', 'wanting', 'dispensation', 'rome', 'might', 'considered', 'mere', 'formality']",24
"I hope, therefore, to make it appear that all men have ever agreed in the doctrine both of necessity and of liberty, according to any reasonable sense, which can be put on these terms; and that the whole controversy has hitherto turned merely upon words.",1,Hume,"['hope', 'therefore', 'make', 'appear', 'men', 'ever', 'agreed', 'doctrine', 'necessity', 'liberty', 'according', 'reasonable', 'sense', 'put', 'term', 'whole', 'controversy', 'hitherto', 'turned', 'merely', 'upon', 'word']",44
"The day came, and there was no appearance of a French army to relieve him.",1,Hume,"['day', 'came', 'appearance', 'french', 'army', 'relieve']",14
"Our ideas seem to give a perfect assurance, that no two right lines can have a common segment; but if we consider these ideas, we shall find, that they always suppose a sensible inclination of the two lines, and that where the angle they form is extremely small, we have no standard of a I right line so precise as to assure us of the truth of this proposition.",1,Hume,"['idea', 'seem', 'give', 'perfect', 'assurance', 'two', 'right', 'line', 'common', 'segment', 'consider', 'idea', 'shall', 'find', 'always', 'suppose', 'sensible', 'inclination', 'two', 'line', 'angle', 'form', 'tremely', 'small', 'standard', 'right', 'line', 'precise', 'assure', 'u', 'truth', 'proposition']",68
": But he who saw, and has knowledge of that which he saw, remembers, when he closes his eyes, that which he no longer sees.",2,Plato,"['saw', 'knowledge', 'saw', 'remembers', 'close', 'eye', 'longer', 'see']",24
"From the rank of a monarch, to be degraded into a slave of his insolent, ungrateful subjects, seemed of all indignities the greatest; and nothing, in his judgment, could exceed the humiliation attending such a state, but the meanness of tamely submitting to it, without making some efforts to preserve the authority transmitted to him by his predecessors.",1,Hume,"['rank', 'monarch', 'degraded', 'slave', 'insolent', 'ungrateful', 'subject', 'seemed', 'indignity', 'greatest', 'nothing', 'judgment', 'could', 'ceed', 'humiliation', 'attending', 'state', 'meanness', 'tamely', 'submitting', 'without', 'making', 'effort', 'preserve', 'authority', 'transmitted', 'predecessor']",57
One must have a strong imagination in order to feel sympathy.,4,Nietzsche,"['one', 'must', 'strong', 'imagination', 'order', 'feel', 'sympathy']",10
"Thou poor rover and rambler, thou tired butterfly!",4,Nietzsche,"['thou', 'poor', 'rover', 'rambler', 'thou', 'tired', 'butterfly']",7
 These circumstances give us no favorable idea of the justice of the English pretensions.,1,Hume,"['circumstance', 'give', 'u', 'favorable', 'idea', 'justice', 'english', 'pretension']",14
"Then you see that this knowledge may be truly called necessary, necessitating as it clearly does the use of the pure intelligence in the attainment of pure truth?",2,Plato,"['see', 'knowledge', 'may', 'truly', 'called', 'necessary', 'necessitating', 'clearly', 'use', 'pure', 'intelligence', 'attainment', 'pure', 'truth']",27
"The standing army of Ireland was usually about three thousand men; but, in order to assist the king in suppressing the Scottish Covenanters, Strafford had raised eight thousand more, and had incorporated with them a thousand men drawn from the old army; a necessary expedient for bestowing older and discipline on the new-levied soldiers.",1,Hume,"['standing', 'army', 'ireland', 'usually', 'three', 'thousand', 'men', 'order', 'assist', 'king', 'suppressing', 'scottish', 'covenanters', 'strafford', 'raised', 'eight', 'thousand', 'incorporated', 'thousand', 'men', 'drawn', 'old', 'army', 'necessary', 'pedient', 'bestowing', 'older', 'discipline', 'new', 'levied', 'soldier']",53
"It is plain, that in the course of our thinking, and in the constant revolution of our ideas, our imagination runs easily from one idea to any other that resembles it, and that this quality alone is to the fancy a sufficient bond and association.",1,Hume,"['plain', 'course', 'thinking', 'constant', 'revolution', 'idea', 'imagination', 'run', 'easily', 'one', 'idea', 'resembles', 'quality', 'alone', 'fancy', 'sufficient', 'bond', 'association']",44
"She was sensible of the low state of her finances; the great debts contracted by her father, brother, and sister; the disorders introduced into every part of the administration; the divisions by which her people were agitated; and she was convinced that nothing but tranquillity during some years could bring the kingdom again into a flourishing condition, or enable her to act with dignity and vigor in her transactions with foreign nations.",1,Hume,"['sensible', 'low', 'state', 'finance', 'great', 'debt', 'contracted', 'father', 'brother', 'sister', 'disorder', 'introduced', 'every', 'part', 'administration', 'division', 'people', 'agitated', 'convinced', 'nothing', 'tranquillity', 'year', 'could', 'bring', 'kingdom', 'flourishing', 'condition', 'enable', 'act', 'dignity', 'vigor', 'transaction', 'foreign', 'nation']",71
Consider this in the light of the previous instances: to what does the carpenter look in making the shuttle?,2,Plato,"['consider', 'light', 'previous', 'instance', 'carpenter', 'look', 'making', 'shuttle']",18
"And the ratios of their numbers, motions, and other properties, everywhere God, as far as necessity allowed or gave consent, has exactly perfected, and harmonized in due proportion.",2,Plato,"['ratio', 'number', 'motion', 'property', 'everywhere', 'god', 'far', 'necessity', 'allowed', 'gave', 'consent', 'actly', 'perfected', 'harmonized', 'due', 'proportion']",27
